text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,average_sentiment,technical_keywords,value_keywords,intent,cleaned_text
Mineflow,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216686,MineFlow,0.0,0.0,0.0,0,0,Other,mineflow
Documentation,h1,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216784,MineFlow,0.0,0.0,0.0,0,0,Other,documentation
Welcome to the Mineflow documentation!,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216787,MineFlow,0.429,0.4588,0.44389999999999996,0,0,Other,welcome to the mineflow documentation
Overview,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216788,MineFlow,0.0,0.0,0.0,0,0,Other,overview
Mineflow uses your exploration data to train a neural network to predict the shape and location of mineral deposits. The custom neural networks that Mineflow develops require minimal updates or feedback from the user. Use of the Mineflow platform does not require any background in machine learning on your part.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216791,MineFlow,0.038,0.2263,0.13215,3,3,Balanced,mineflow uses your exploration data to train a neural network to predict the shape and location of mineral deposits the custom neural networks that mineflow develops require minimal updates or feedback from the user use of the mineflow platform does not require any background in machine learning on your part
Getting Started,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216793,MineFlow,0.0,0.0,0.0,0,0,Other,getting started
Start by uploading any exploration data from your sites.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216795,MineFlow,0.192,0.2263,0.20915,1,1,Balanced,start by uploading any exploration data from your sites
Data Uploads,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216797,MineFlow,0.0,0.0,0.0,0,0,Other,data uploads
What data should I upload?,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216798,MineFlow,0.0,0.0,0.0,0,0,Other,what data should i upload
Great question. The short answer: upload any shapefile or Excel file related to the exploration site you're focusing on.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216800,MineFlow,0.36,0.8402,0.6001,1,1,Balanced,great question the short answer upload any shapefile or excel file related to the exploration site youre focusing on
"A more detailed answer: It’s easy to understand why a shapefile containing outcrops of rocks in the area is valuable for training a predictive model. But what about a shapefile with polygons representing all the houses in the area where you’re drilling? Is that useful? Absolutely. Mineflow makes no assumptions about the data distribution and will supplement your uploads with additional data it finds online. So, a file identifying house locations can help Mineflow correlate data samples. For instance, Mineflow often uses satellite data to understand a site, and when combined with your house shapefile, Mineflow can learn to distinguish houses from significant geological features visible in aerial imagery.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216802,MineFlow,0.092,0.8557,0.47385,1,1,Balanced,a more detailed answer its easy to understand why a shapefile containing outcrops of rocks in the area is valuable for training a predictive model but what about a shapefile with polygons representing all the houses in the area where youre drilling is that useful absolutely mineflow makes no assumptions about the data distribution and will supplement your uploads with additional data it finds online so a file identifying house locations can help mineflow correlate data samples for instance mineflow often uses satellite data to understand a site and when combined with your house shapefile mineflow can learn to distinguish houses from significant geological features visible in aerial imagery
Non-drill data,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216804,MineFlow,0.0,0.0,0.0,0,0,Other,nondrill data
"You can upload zip files (*.zip) that contain shapefiles or shapefiles themselves (*.sbx, *.dbf, *.shp, *.shx, *.xml, *.prj, *.sbn, *.cpg) for the non-drill data.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216805,MineFlow,0.0,0.0,0.0,0,0,Other,you can upload zip files zip that contain shapefiles or shapefiles themselves sbx dbf shp shx xml prj sbn cpg for the nondrill data
Drill data,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216807,MineFlow,0.0,0.0,0.0,0,0,Other,drill data
"For your drill data, upload Excel files (.xlsx). Ideally, your files should have columns that give the starting depth and the ending depth of each segment as well as some unique identifier for each drill hole segment (e.g. hole name).",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216809,MineFlow,0.176,0.7845,0.48024999999999995,0,0,Other,for your drill data upload excel files xlsx ideally your files should have columns that give the starting depth and the ending depth of each segment as well as some unique identifier for each drill hole segment eg hole name
"Note: If your dips and azimuths are split into a separate shapefile that's okay, Mineflow will handle parsing that out for you.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216810,MineFlow,0.087,0.2263,0.15665,0,0,Other,note if your dips and azimuths are split into a separate shapefile thats okay mineflow will handle parsing that out for you
Data Designations,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216812,MineFlow,0.0,0.0,0.0,0,0,Other,data designations
"After you upload your data, you'll notice that each file is assigned a ""designation.""",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216814,MineFlow,0.0,0.0,0.0,0,0,Other,after you upload your data youll notice that each file is assigned a designation
A designation is Mineflow's guess as to what type of data you uploaded. There are eight possible designations:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216816,MineFlow,0.0,0.0,0.0,0,0,Other,a designation is mineflows guess as to what type of data you uploaded there are eight possible designations
"Note: If you think that there are data groupings missing here, please let us know! There may be a better way to explain/phrase the groupings.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216819,MineFlow,0.106,0.4588,0.2824,0,0,Other,note if you think that there are data groupings missing here please let us know there may be a better way to explainphrase the groupings
Updating designation,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216820,MineFlow,0.0,0.0,0.0,0,0,Other,updating designation
You'll notice that you can change the designation for a file. This is useful for Mineflow when it starts to train the predictive model on your dataset.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216822,MineFlow,0.104,0.4404,0.2722,0,0,Other,youll notice that you can change the designation for a file this is useful for mineflow when it starts to train the predictive model on your dataset
Data Classes,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216824,MineFlow,0.0,0.0,0.0,0,0,Other,data classes
"After you upload your data, you'll notice that it is also assigned a ""class.""",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216825,MineFlow,0.0,0.0,0.0,0,0,Other,after you upload your data youll notice that it is also assigned a class
A class is Mineflow's guess as to how many different types of data are represented in that file. The word class here comes from machine learning terminology where a class is a type of label that a piece of data falls into. A file can be one of two things:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216828,MineFlow,0.0,0.0,0.0,1,1,Balanced,a class is mineflows guess as to how many different types of data are represented in that file the word class here comes from machine learning terminology where a class is a type of label that a piece of data falls into a file can be one of two things
Mineflow creates your predictive model,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216829,MineFlow,0.344,0.2732,0.3086,0,0,Other,mineflow creates your predictive model
"After creating your dataset, the Mineflow team will ""train"" a model on that dataset. That means that we create a statistical model with the objective of generalizing from its experience. We will train two models for you:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216833,MineFlow,0.115,0.5106,0.3128,0,0,Other,after creating your dataset the mineflow team will train a model on that dataset that means that we create a statistical model with the objective of generalizing from its experience we will train two models for you
Note: We are only able to train a model to produce three-dimensional predictions if you have uploaded some drill data (otherwise the model doesn't know how to correlate data from the surface with data underground).,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216834,MineFlow,0.0,0.0,0.0,0,0,Other,note we are only able to train a model to produce threedimensional predictions if you have uploaded some drill data otherwise the model doesnt know how to correlate data from the surface with data underground
"The time it takes to train a predictive model depends on the size of the dataset, the size of the area and whether or not the model is 2D or 3D.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216836,MineFlow,0.0,0.0,0.0,0,0,Other,the time it takes to train a predictive model depends on the size of the dataset the size of the area and whether or not the model is d or d
"Once the Mineflow team has trained your custom model (see training ETA just below), you'll get an email from notifications@mineflow.ai, saying:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216838,MineFlow,0.0,0.0,0.0,0,0,Other,once the mineflow team has trained your custom model see training eta just below youll get an email from notificationsmineflowai saying
Here is an example of the email:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216840,MineFlow,0.0,0.0,0.0,0,0,Other,here is an example of the email
"When you return to the Portal, your model will appear there, marked as successfully trained:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216843,MineFlow,0.186,0.4939,0.33995,0,0,Other,when you return to the portal your model will appear there marked as successfully trained
Generating predictions,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216845,MineFlow,0.0,0.0,0.0,0,0,Other,generating predictions
"Once we have created your model, the Mineflow team will create a project where you can see an image with location, shape and size of your model's predictions.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216847,MineFlow,0.141,0.4767,0.30885,0,0,Other,once we have created your model the mineflow team will create a project where you can see an image with location shape and size of your models predictions
Navigate to the Portal to see your new project.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216850,MineFlow,0.0,0.0,0.0,0,0,Other,navigate to the portal to see your new project
Clicking on your project will take you to a screen with a map on it that shows all of the data you uploaded:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216852,MineFlow,0.0,0.0,0.0,0,0,Other,clicking on your project will take you to a screen with a map on it that shows all of the data you uploaded
"Then, click the predict tab and choose the model that we just trained:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216854,MineFlow,0.0,0.0,0.0,0,0,Other,then click the predict tab and choose the model that we just trained
"Then, select the area you're interested in:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216861,MineFlow,0.31,0.4019,0.35595,0,0,Other,then select the area youre interested in
"Press ""generate predictions"":",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216863,MineFlow,0.0,0.0,0.0,0,0,Other,press generate predictions
"A few minutes (or hours depending on the size of the area) later, you'll get an email saying that your predictions are ready and when you return to the project, it will have generated both a 2D prospectivity map for that area as well as a 3D block model for that area.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216864,MineFlow,0.032999999999999995,0.1779,0.10545,0,0,Other,a few minutes or hours depending on the size of the area later youll get an email saying that your predictions are ready and when you return to the project it will have generated both a d prospectivity map for that area as well as a d block model for that area
Here is an example of what the 2D prospectivity map might look like:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216866,MineFlow,0.185,0.3612,0.2731,0,0,Other,here is an example of what the d prospectivity map might look like
Here is an example of what a 3D block model might look like for a copper deposit. You can manipulate the 3D shape and adjust the visibility and transparency of each of the grades of copper.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216869,MineFlow,-0.01100000000000001,-0.1027,-0.056850000000000005,0,0,Other,here is an example of what a d block model might look like for a copper deposit you can manipulate the d shape and adjust the visibility and transparency of each of the grades of copper
The model can generate predictions for any mineral you want.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216872,MineFlow,0.126,0.0772,0.1016,0,0,Other,the model can generate predictions for any mineral you want
"For instance, here is the software generating a block model for a gold deposit:",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216874,MineFlow,-0.209,-0.4404,-0.3247,0,0,Other,for instance here is the software generating a block model for a gold deposit
Video demo,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216876,MineFlow,0.0,0.0,0.0,0,0,Other,video demo
A video showing the site in use can be found here.,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216878,MineFlow,0.0,0.0,0.0,0,0,Other,a video showing the site in use can be found here
Best practices,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216880,MineFlow,0.808,0.6369,0.72245,0,0,Other,best practices
FAQ,h2,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216881,MineFlow,0.0,0.0,0.0,0,0,Other,faq
How does Mineflow compare to existing solutions?,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216883,MineFlow,0.221,0.1779,0.19945000000000002,0,0,Other,how does mineflow compare to existing solutions
"Traditional geological modeling software usually supports estimators like Radial Basis Function (RBF), Inverse Distance estimator and techniques like wireframing and kriging. These can be used to take drill data and make guesses about what the shape of the deposit might look like.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216886,MineFlow,0.208,0.8402,0.5241,1,1,Balanced,traditional geological modeling software usually supports estimators like radial basis function rbf inverse distance estimator and techniques like wireframing and kriging these can be used to take drill data and make guesses about what the shape of the deposit might look like
Here's how Mineflow differs:,p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216888,MineFlow,0.0,0.0,0.0,0,0,Other,heres how mineflow differs
"Comprehensive data integration: Our model incorporates all available data points from the site, not just drilling information, ensuring a more complete analysis. RBF/Inverse distance/others cannot support the complex, multimodal data you have collected on site (like individual rock samples and geochemical samples). All data types are supported by Mineflow. Mineflow generates predictions based on all of the data you have collected as long as it is georeferenced.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216890,MineFlow,0.092,0.685,0.3885,2,3,Value Proposition,comprehensive data integration our model incorporates all available data points from the site not just drilling information ensuring a more complete analysis rbfinverse distanceothers cannot support the complex multimodal data you have collected on site like individual rock samples and geochemical samples all data types are supported by mineflow mineflow generates predictions based on all of the data you have collected as long as it is georeferenced
"Cross-site learning: Mineflow allows you to leverage data from one site to inform exploration at another. If there is any similarity at all in the data collected at the two sites, Mineflow's neural net will find that correlation. RBF/Inverse distance/others are not able to learn how to make predictions based on multiple-sites worth of data.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216892,MineFlow,0.067,0.4215,0.24425,1,1,Balanced,crosssite learning mineflow allows you to leverage data from one site to inform exploration at another if there is any similarity at all in the data collected at the two sites mineflows neural net will find that correlation rbfinverse distanceothers are not able to learn how to make predictions based on multiplesites worth of data
"Advanced pattern recognition: Mineflow uses deep learning-based AI and sophisticated machine learning algorithms to understand complex, non-linear relationships between multiple samples even if they are not close to each other on a map. RBF/Inverse distance/others are just functions that find lines between points, so they are not able to do this.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216895,MineFlow,0.104,0.6808,0.39239999999999997,1,2,Value Proposition,advanced pattern recognition mineflow uses deep learningbased ai and sophisticated machine learning algorithms to understand complex nonlinear relationships between multiple samples even if they are not close to each other on a map rbfinverse distanceothers are just functions that find lines between points so they are not able to do this
"Identify missed deposits: Because RBF/Inverse distance/others just find lines between data points, if there is a second deposit that is close by that you haven't directly intersected with, RBF and Inverse Distance will never find it. Mineflow will likely find it.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216897,MineFlow,-0.053,-0.296,-0.1745,1,1,Balanced,identify missed deposits because rbfinverse distanceothers just find lines between data points if there is a second deposit that is close by that you havent directly intersected with rbf and inverse distance will never find it mineflow will likely find it
Why is Mineflow better than joint inversion models?,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216898,MineFlow,0.293,0.4404,0.3667,0,0,Other,why is mineflow better than joint inversion models
Why are few assumptions good?,h3,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216900,MineFlow,0.42,0.4404,0.4302,0,0,Other,why are few assumptions good
"Humans have developed an strong understanding of geology and with it, powerful abstractions for how rock structures tend to form and correlate with one another. This leads to new mineral discoveries and scientific achievements regularly.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216902,MineFlow,0.156,0.7269,0.44145,1,2,Value Proposition,humans have developed an strong understanding of geology and with it powerful abstractions for how rock structures tend to form and correlate with one another this leads to new mineral discoveries and scientific achievements regularly
"That said, when you consider any field from a computational perspective, trying to program human intuition into your model of how systems work is difficult and often misguided. When we look at the history of computational models, we find that those that excel are big and generalizable--that is, they take in a massive amount of data and they have few assumptions hard-coded into how they handle that data. The field of mineral exploration is well-poised to take advantage of the explosion of publicly available data on the natural world. From academic datasets to satellite APIs and published 43-101s, the internet is full of data that we combine with the power of AI to better predict what is underground.",p,https://mineflow.ai/docs,Mineflow,AI-driven mineral exploration.,['Documentation'],2025-01-10T13:46:49.216906,MineFlow,0.079,0.8316,0.4553,3,3,Balanced,that said when you consider any field from a computational perspective trying to program human intuition into your model of how systems work is difficult and often misguided when we look at the history of computational models we find that those that excel are big and generalizablethat is they take in a massive amount of data and they have few assumptions hardcoded into how they handle that data the field of mineral exploration is wellpoised to take advantage of the explosion of publicly available data on the natural world from academic datasets to satellite apis and published s the internet is full of data that we combine with the power of ai to better predict what is underground
Mineflow,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393195,MineFlow,0.0,0.0,0.0,0,0,Other,mineflow
Pricing,h1,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393205,MineFlow,0.0,0.0,0.0,0,0,Other,pricing
Get unlimited access.,h1,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393206,MineFlow,0.0,0.0,0.0,0,0,Other,get unlimited access
Discover the ideal plan for your exploration team.,h2,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393208,MineFlow,0.469,0.6486,0.5588,1,1,Balanced,discover the ideal plan for your exploration team
Pro,h2,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393209,MineFlow,0.0,0.0,0.0,0,0,Other,pro
For teams of 1-25 geologists.,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393211,MineFlow,0.0,0.0,0.0,0,0,Other,for teams of geologists
Unlimited data uploads and model retrains,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393212,MineFlow,0.0,0.0,0.0,0,0,Other,unlimited data uploads and model retrains
Unlimited predictions,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393214,MineFlow,0.0,0.0,0.0,0,0,Other,unlimited predictions
Unlimited projects,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393216,MineFlow,0.0,0.0,0.0,0,0,Other,unlimited projects
Access your predictions in perpetuity,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393217,MineFlow,0.0,0.0,0.0,0,0,Other,access your predictions in perpetuity
1TB of storage,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393218,MineFlow,0.0,0.0,0.0,0,0,Other,tb of storage
24/7 customer support,p,https://mineflow.ai/pricing,Mineflow,AI-driven mineral exploration.,"['Pricing', 'Get unlimited access.']",2025-01-10T13:46:49.393220,MineFlow,0.73,0.4019,0.56595,0,0,Other,customer support
