text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,average_sentiment,technical_keywords,value_keywords,intent,cleaned_text
"Discover more in 3D with Ambient Noise Tomography (ANT) and AI-powered insights to accurately image geological features to depths of 2.5km, including structures, mineralisation zones, and basement depth.",p,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.666993,FleetSpace,0.0,0.0,0.0,0,0,Other,discover more in d with ambient noise tomography ant and aipowered insights to accurately image geological features to depths of km including structures mineralisation zones and basement depth
Pioneering Innovation and Excellence,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.666995,FleetSpace,0.77,0.7717,0.77085,0,0,Other,pioneering innovation and excellence
Key Industries,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.666996,FleetSpace,0.0,0.0,0.0,0,0,Other,key industries
Mineral Exploration,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.666998,FleetSpace,0.655,0.2263,0.44065,1,1,Balanced,mineral exploration
"ExoSphere provides end-to-end delivery of 3D subsurface insights up to depths of 2.5km, delivering real-time exploration capabilities and drill targeting with space technology and AI. Find out how ExoSphere can work for you.",p,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.666999,FleetSpace,0.058,0.2263,0.14215,3,3,Balanced,exosphere provides endtoend delivery of d subsurface insights up to depths of km delivering realtime exploration capabilities and drill targeting with space technology and ai find out how exosphere can work for you
Space Exploration,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667001,FleetSpace,0.655,0.2263,0.44065,1,1,Balanced,space exploration
Our pursuit of discovery knows no bounds. Fleet Space is poised to become the first Australian seismic technology to land on the Moon's surface as part of our 7 Sisters mission in 2026. The technologies we build are empowering humanity’s exploration of new worlds.,p,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667002,FleetSpace,0.03699999999999999,0.1779,0.10744999999999999,2,2,Balanced,our pursuit of discovery knows no bounds fleet space is poised to become the first australian seismic technology to land on the moons surface as part of our sisters mission in the technologies we build are empowering humanitys exploration of new worlds
Defence,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667004,FleetSpace,1.0,0.1027,0.55135,0,0,Other,defence
"Leveraging our satellite constellation in LEO, Fleet Space is a defence-ready partner developing enhanced tactical communications, data transmission, and connectivity in support of AUKUS and allies around the world.",p,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667005,FleetSpace,0.091,0.4019,0.24645,0,0,Other,leveraging our satellite constellation in leo fleet space is a defenceready partner developing enhanced tactical communications data transmission and connectivity in support of aukus and allies around the world
The Crew,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667007,FleetSpace,0.0,0.0,0.0,0,0,Other,the crew
A global team for a global mission,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667008,FleetSpace,0.0,0.0,0.0,0,0,Other,a global team for a global mission
Recognition,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667010,FleetSpace,0.0,0.0,0.0,0,0,Other,recognition
Industry Awards,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667011,FleetSpace,0.75,0.4588,0.6044,0,0,Other,industry awards
2024 Banksia Foundation's Climate Technology Impact Award Winner,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667012,FleetSpace,0.593,0.8074,0.7001999999999999,0,0,Other,banksia foundations climate technology impact award winner
2023 Energy & Mining Premier's Award,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667014,FleetSpace,0.737,0.6808,0.7089,0,0,Other,energy mining premiers award
Technology Scale-Up Awards,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667015,FleetSpace,0.6,0.4588,0.5294,0,0,Other,technology scaleup awards
Impact Awards,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667017,FleetSpace,0.75,0.4588,0.6044,0,0,Other,impact awards
Australian Space Awards 2023,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667018,FleetSpace,0.6,0.4588,0.5294,0,0,Other,australian space awards
AustMine23 Winner - Outstanding Innovation METS Company,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667019,FleetSpace,0.776,0.886,0.831,0,0,Other,austmine winner outstanding innovation mets company
News & Insights,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667021,FleetSpace,0.0,0.0,0.0,0,0,Other,news insights
Featured Updates,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667022,FleetSpace,0.0,0.0,0.0,0,0,Other,featured updates
Fleet Space 2024: A Journey Beyond the Frontier,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667023,FleetSpace,0.0,0.0,0.0,0,0,Other,fleet space a journey beyond the frontier
Fleet Space Closes A$150M Series D with A$800M+ Valuation,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667025,FleetSpace,0.0,0.0,0.0,0,0,Other,fleet space closes am series d with am valuation
Fleet Space’s Centauri 6 Demonstrates Path to Sovereign Multi-Orbit SATCOM,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667026,FleetSpace,0.0,0.0,0.0,0,0,Other,fleet spaces centauri demonstrates path to sovereign multiorbit satcom
Explore Like Never Before,h3,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667028,FleetSpace,0.455,0.3612,0.4081,0,0,Other,explore like never before
Revolutionise yourexploration approach with us,h2,https://www.fleetspace.com/,Fleet Space Technologies | Home Page,"Fleet Space builds space-enabled technology to revolutionise mineral discovery, defence capabilities, and space exploration.",['Fleet Space Technologies'],2025-01-10T13:46:24.667030,FleetSpace,0.0,0.0,0.0,0,0,Other,revolutionise yourexploration approach with us
Your Details,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330338,FleetSpace,0.0,0.0,0.0,0,0,Other,your details
About Us,h1,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330346,FleetSpace,0.0,0.0,0.0,0,0,Other,about us
We build space-enabled technology to solve global challenges and empower humanity’s exploration of new worlds.,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330348,FleetSpace,0.294,0.4588,0.37639999999999996,1,1,Balanced,we build spaceenabled technology to solve global challenges and empower humanitys exploration of new worlds
We create. We disrupt. We solve complex problems.,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330350,FleetSpace,0.10300000000000001,0.0516,0.07730000000000001,0,0,Other,we create we disrupt we solve complex problems
"Fleet Space is pushing the boundaries of innovation with breakthrough advances in space technology, multiphysics data acquisition, edge computing, and AI. The satellite-enabled solutions we deliver are unlocking new capabilities in the global space sector, defence, and mineral exploration needed for net-zero.Pioneering the world’s first end-to-end mineral exploration technology – ExoSphere by Fleet® – Fleet Space integrates its proprietary satellite network, global exploration data acquisition, and AI into a single solution, delivering 3D subsurface insights in real-time with near-zero environmental impact.",p,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330353,FleetSpace,0.164,0.8658,0.5149,3,3,Balanced,fleet space is pushing the boundaries of innovation with breakthrough advances in space technology multiphysics data acquisition edge computing and ai the satelliteenabled solutions we deliver are unlocking new capabilities in the global space sector defence and mineral exploration needed for netzeropioneering the worlds first endtoend mineral exploration technology exosphere by fleet fleet space integrates its proprietary satellite network global exploration data acquisition and ai into a single solution delivering d subsurface insights in realtime with nearzero environmental impact
Our mission,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330354,FleetSpace,0.0,0.0,0.0,0,0,Other,our mission
Scaling Responsible Exploration on Earth and Beyond,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330356,FleetSpace,0.457,0.4939,0.47545000000000004,1,1,Balanced,scaling responsible exploration on earth and beyond
Pioneering innovation and excellence,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330357,FleetSpace,0.77,0.7717,0.77085,0,0,Other,pioneering innovation and excellence
Fleet Today,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330359,FleetSpace,0.0,0.0,0.0,0,0,Other,fleet today
120+ crew members,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330360,FleetSpace,0.0,0.0,0.0,0,0,Other,crew members
8 satellites launched + more planned in the near future,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330361,FleetSpace,0.176,0.128,0.152,0,0,Other,satellites launched more planned in the near future
300+ ExoSphere surveys deployed,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330363,FleetSpace,0.0,0.0,0.0,0,0,Other,exosphere surveys deployed
40+ customers globally,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330364,FleetSpace,0.0,0.0,0.0,0,0,Other,customers globally
#1 Australia’s Fastest Growing Company 2023 by AFR,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330365,FleetSpace,0.254,0.1779,0.21595,0,0,Other,australias fastest growing company by afr
"“Some people are born explorers at heart, they just  want to see what’s out there, and I can’t help myself,  I’m one of them”",h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330367,FleetSpace,-0.039,-0.2401,-0.13955,0,0,Other,some people are born explorers at heart they just want to see whats out there and i cant help myself im one of them
"Flavia Tata Nardini, CEO & Co-Founder of Fleet Space Technologies",h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330369,FleetSpace,0.0,0.0,0.0,0,0,Other,flavia tata nardini ceo cofounder of fleet space technologies
Ignition,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330370,FleetSpace,0.0,0.0,0.0,0,0,Other,ignition
Lift Off,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330372,FleetSpace,0.0,0.0,0.0,0,0,Other,lift off
Ascent,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330375,FleetSpace,0.0,0.0,0.0,0,0,Other,ascent
Meet the Team,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330376,FleetSpace,0.0,0.0,0.0,0,0,Other,meet the team
Our Explorers,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330377,FleetSpace,0.0,0.0,0.0,0,0,Other,our explorers
"Cultivating a workplace where innovation soars, diversity shines, and every team member is empowered to boldly explore uncharted territories is the most important part of our mission at Fleet Space.",p,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330379,FleetSpace,0.217,0.7346,0.4758,0,0,Other,cultivating a workplace where innovation soars diversity shines and every team member is empowered to boldly explore uncharted territories is the most important part of our mission at fleet space
Fleet Space STEM Program,h3,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330380,FleetSpace,0.0,0.0,0.0,0,0,Other,fleet space stem program
Building Tomorrow’s Explorers,h2,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330382,FleetSpace,0.0,0.0,0.0,0,0,Other,building tomorrows explorers
"Dedicated to inspiring the next generation, discover how we engage and empower today's students in the world of science and exploration.",p,https://www.fleetspace.com/about,About Us,Discover Fleet: Revolutionising the exploration of new worlds with advanced space technology to build a more prosperous future for humanity.,['About Us'],2025-01-10T13:46:25.330384,FleetSpace,0.373,0.8442,0.6086,1,1,Balanced,dedicated to inspiring the next generation discover how we engage and empower todays students in the world of science and exploration
Your Details,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908720,FleetSpace,0.0,0.0,0.0,0,0,Other,your details
Journey to Net-Zero,p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908730,FleetSpace,0.0,0.0,0.0,0,0,Other,journey to netzero
RevolutionisingMineral Exploration,h1,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908732,FleetSpace,0.655,0.2263,0.44065,1,1,Balanced,revolutionisingmineral exploration
ExoSphere by Fleet®,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908734,FleetSpace,0.0,0.0,0.0,0,0,Other,exosphere by fleet
Our Solution,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908736,FleetSpace,0.697,0.3182,0.5075999999999999,0,0,Other,our solution
Unlocking Real-Time Exploration with Space and AI,h2,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908738,FleetSpace,0.241,0.2263,0.23365,2,2,Balanced,unlocking realtime exploration with space and ai
"ExoSphere streamlines data acquisition, processing, integration, and AI insight delivery into a single end-to-end solution. This enhances the quality, speed, and precision of onsite decision making with real-time access to AI-powered, 3D subsurface insights at scale. By deploying our smart seismic sensors, high-quality 3D Ambient Noise Tomography (ANT) data is processed into actionable insights by our satellites in real-time – radically simplifying data operations for remote onsite teams.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908740,FleetSpace,0.075,0.6124,0.3437,4,5,Value Proposition,exosphere streamlines data acquisition processing integration and ai insight delivery into a single endtoend solution this enhances the quality speed and precision of onsite decision making with realtime access to aipowered d subsurface insights at scale by deploying our smart seismic sensors highquality d ambient noise tomography ant data is processed into actionable insights by our satellites in realtime radically simplifying data operations for remote onsite teams
How it works,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908742,FleetSpace,0.0,0.0,0.0,0,0,Other,how it works
Seamless Survey Planning & Design,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908744,FleetSpace,0.0,0.0,0.0,1,1,Balanced,seamless survey planning design
"Customise your ExoSphere deployment with support from Fleet Space's team of geoscientists, tailored to your exploration goals and objectives.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908745,FleetSpace,0.213,0.5574,0.3852,1,1,Balanced,customise your exosphere deployment with support from fleet spaces team of geoscientists tailored to your exploration goals and objectives
Real-Time Global Data Acquisition,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908747,FleetSpace,0.0,0.0,0.0,0,0,Other,realtime global data acquisition
Acquire high-quality 3D subsurface insights in real time with Fleet Space’s ANT-enabled smart seismic sensors (Geodes) and advanced multiphysics.,p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908749,FleetSpace,0.227,0.5719,0.39944999999999997,2,4,Value Proposition,acquire highquality d subsurface insights in real time with fleet spaces antenabled smart seismic sensors geodes and advanced multiphysics
3D Subsurface Insights in Days,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908751,FleetSpace,0.0,0.0,0.0,1,1,Balanced,d subsurface insights in days
"Receive 3D multiphysics insights in days to enhance confidence in mineralisation zones, test geological assumptions, and optimise exploration outcomes.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908752,FleetSpace,0.351,0.7964,0.5737,1,1,Balanced,receive d multiphysics insights in days to enhance confidence in mineralisation zones test geological assumptions and optimise exploration outcomes
Optimise Drill-Targeting with AI-Powered Insights,h3,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908753,FleetSpace,0.42,0.4404,0.4302,0,0,Other,optimise drilltargeting with aipowered insights
"Leverage Fleet Space’s AI model to convert 3D ANT data and diverse geological datasets into high-priority drill targets in real-time, maximising discovery potential with streamlined onsite operations.",p,https://www.fleetspace.com/mineral-exploration,Mineral Exploration | Fleet Space | Learn More,Fleet provides satellite-enabled 3D subsurface insights in days. Revolutionise mineral exploration with space technology for a sustainable future.,['RevolutionisingMineral Exploration'],2025-01-10T13:46:26.908755,FleetSpace,0.0,0.0,0.0,1,2,Value Proposition,leverage fleet spaces ai model to convert d ant data and diverse geological datasets into highpriority drill targets in realtime maximising discovery potential with streamlined onsite operations
